OLD_PATH,OLD_TYPE,OLD_FUNCTION,DOMAIN,USER_PROBLEM,DECISION_OR_TASK,KEY_KNOWLEDGE,FORMULAS_OR_LOGIC,TOOLS,EXAMPLES,RISKS,CURRENT_EQUIVALENT,INITIAL_COVERAGE_0_TO_5,DISPOSITION,TARGET_PATH,FINAL_COVERAGE_0_TO_5,VALIDATION
agents/openai.yaml,schema_or_config,openai,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,agents/openai.yaml,4,adapter
modules/clean-architecture/agents/openai.yaml,schema_or_config,clean-architecture,software-engineering,clean-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/ux-heuristics/MODULE.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/audit-template.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/cultural-ux.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/dark-patterns.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/heuristic-conflicts.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/krug-principles.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/nielsen-heuristics.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-heuristics/references/wcag-checklist.md,markdown,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/ux-researcher-designer/assets/research_plan_template.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/MODULE.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/references/example-personas.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/references/journey-mapping-guide.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/references/persona-methodology.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/references/usability-testing-frameworks.md,markdown,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-researcher-designer/scripts/persona_generator.py,script,ux-researcher-designer,software-engineering,ux-researcher-designer,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
README.md,markdown,README,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REPLACED_BY,README.md,5,replaced with GI public docs
references/module-catalog.md,markdown,module-catalog,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/,4,rebuilt
references/orchestration-playbooks.md,markdown,orchestration-playbooks,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/,4,rebuilt
references/script-catalog.md,markdown,script-catalog,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/,4,rebuilt
references/source-manifest.json,schema_or_config,source-manifest,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/,4,rebuilt
references/validation-report.json,schema_or_config,validation-report,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/,4,rebuilt
SKILL.md,markdown,SKILL,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REPLACED_BY,SKILL.md,5,replaced with GI public docs
